area_type,location,size,total_sqft,bath,balcony,price
4,BHEL Layout,4.0,1200.0,3.0,1.0,165.0
2,Medahalli,1.0,700.0,1.0,0.0,41.0
1,Vittasandra,2.0,1246.0,2.0,1.0,67.0
4,8th Phase JP Nagar,4.0,660.0,4.0,2.0,90.0
4,Banashankari Stage III,4.0,8500.0,4.0,2.0,145.0
1,Kashi Nagar,4.0,1600.0,4.0,1.0,80.0
1,Haralur Road,4.0,2805.0,5.0,3.0,154.0
2,Hosur Road,3.0,1175.0,2.0,2.0,48.0
2,"Yemlur, Old Airport Road, ",3.0,1595.0,3.0,2.0,115.0
1,VHBCS Layout,2.0,1353.0,2.0,2.0,110.0
1,Electronic City,3.0,1599.0,3.0,2.0,125.0
1,Whitefield,2.0,1150.0,2.0,1.0,70.0
1,KR Puram,2.0,1155.0,2.0,2.0,42.74
2,Ittamadu,1.0,1200.0,2.0,0.0,85.0
1,Electronic City Phase II,2.0,1000.0,2.0,1.0,25.0
2,Rajiv Nagar,3.0,1867.0,3.0,1.0,160.0
1,Ramagondanahalli,2.0,1251.0,2.0,1.0,47.0
1,Gattahalli,2.0,1028.0,2.0,1.0,45.5
1,Arekere,2.0,1222.0,2.0,2.0,45.0
1,Bannerghatta Road,3.0,1170.0,2.0,1.0,66.0
1,Ramanjaneyanagar,3.0,1385.0,2.0,2.0,48.48
1,HSR Layout,2.0,1372.0,2.0,1.0,68.0
1,Magadi Road,3.0,1282.0,2.0,2.0,49.0
1,Mico Layout,9.0,5000.0,9.0,3.0,210.0
1,Kanakpura Road,2.0,1135.0,2.0,1.0,39.73
2,Whitefield,3.0,1768.0,3.0,2.0,101.0
2,Byatarayanapura,3.0,1325.0,2.0,1.0,90.0
1,Electronic City,3.0,1599.0,3.0,2.0,99.0
4,Whitefield,3.0,1500.0,3.0,1.0,61.95
1,Uttarahalli,2.0,1286.0,2.0,2.0,63.0
2,Kammanahalli,5.0,2845.0,5.0,1.0,140.0
1,Hennur Road,2.0,1318.0,2.0,0.0,63.77
1,Munnekollal,2.0,1102.0,2.0,2.0,53.67
1,Yelahanka,2.0,1350.0,2.0,2.0,54.0
1,Banashankari,3.0,1200.0,2.0,2.0,42.0
4,Hosa Road,6.0,1300.0,6.0,0.0,145.0
4,Herohalli,2.0,1800.0,1.0,1.0,80.0
2,Chikkabanavar,2.0,950.0,2.0,1.0,40.0
1,Kanakpura Road,1.0,525.0,1.0,1.0,27.25
2,Attibele,2.0,656.0,2.0,1.0,25.0
4,Marathahalli,4.0,1780.0,4.0,3.0,175.0
1,3rd Block Hrbr Layout,2.0,1056.0,2.0,1.0,80.0
1,Bannerghatta Road,1.0,595.0,1.0,1.0,33.32
2,Ittamadu,2.0,1080.0,2.0,2.0,50.0
1,7th Phase JP Nagar,3.0,2225.0,3.0,1.0,160.0
1,Bommasandra,2.0,1126.0,2.0,1.0,28.15
1,Electronics City Phase 1,3.0,1490.0,3.0,1.0,84.0
1,Sarjapur  Road,3.0,1550.0,3.0,3.0,100.0
2,Ashwini layout,2.0,1160.0,2.0,1.0,55.0
1,Sarjapur  Road,3.0,2100.0,3.0,2.0,125.0
1,Vittasandra,2.0,1404.0,2.0,1.0,69.3
1,Banashankari Stage III,3.0,1305.0,2.0,1.0,58.7
1,Marathahalli,2.0,1230.0,2.0,2.0,80.0
4,T.C PALYA,2.0,1200.0,2.0,0.0,65.0
1,Harlur,3.0,1460.0,3.0,1.0,73.0
2,Gottigere,2.0,967.0,2.0,3.0,45.0
2,Byatarayanapura,1.0,540.0,1.0,1.0,36.0
1,Hormavu,1.0,715.0,1.0,2.0,46.0
1,Dooravani Nagar,3.0,1578.0,3.0,1.0,180.0
1,Mysore Road,2.0,1020.0,2.0,1.0,48.95
1,Jigani,2.0,1020.0,2.0,1.0,40.0
1,Koramangala,2.0,1253.0,2.0,1.0,102.0
1,JCR Layout,2.0,1180.0,2.0,2.0,42.0
1,Nehru Nagar,2.0,961.0,2.0,2.0,38.0
2,Kanakapura,3.0,1419.0,3.0,3.0,75.0
1,Harlur,3.0,1709.0,3.0,2.0,150.0
4,Papareddipalya,2.0,1600.0,2.0,0.0,115.0
1,Venkatapura,1.0,416.0,1.0,1.0,18.5
3,Sanjay nagar,2.0,1100.0,2.0,2.0,98.0
1,HSR Layout,3.0,1430.0,2.0,1.0,65.0
1,Sneha Colony,2.0,1260.0,2.0,2.0,45.0
2,RMV Extension,3.0,1630.0,3.0,2.0,85.0
1,Sarjapur  Road,3.0,1249.0,3.0,2.0,44.71
1,Kalena Agrahara,3.0,1450.0,2.0,3.0,85.0
1,Hosapalya,1.0,600.0,1.0,0.0,90.0
2,Ashwini layout,1.0,834.0,1.0,1.0,60.0
4,Doddagubbi,3.0,1125.0,4.0,1.0,70.0
1,Arekere,3.0,2060.0,3.0,2.0,140.0
2,Gottigere,2.0,891.0,2.0,1.0,25.0
1,Raja Rajeshwari Nagar,2.0,1133.0,2.0,1.0,49.07
2,Bisuvanahalli,3.0,1075.0,2.0,1.0,37.0
2,Vidyaranyapura,2.0,1200.0,2.0,2.0,55.0
1,Thanisandra,2.0,1075.0,2.0,2.0,45.8
1,Kaggadasapura,2.0,1140.0,2.0,2.0,40.0
4,Margondanahalli,5.0,940.0,4.0,2.0,150.0
1,Raja Rajeshwari Nagar,2.0,1090.0,2.0,1.0,42.0
2,R.T. Nagar,4.0,1500.0,4.0,1.0,70.0
1,Hebbal,3.0,1920.0,3.0,2.0,134.0
2,HRBR Layout,2.0,1374.0,2.0,2.0,95.0
3,Bannerghatta Road,3.0,1445.0,3.0,2.0,95.0
1,Kanakapura,1.0,711.0,1.0,1.0,36.0
1,Tumkur Road,3.0,1500.0,3.0,3.0,95.0
1,Whitefield,3.0,1720.0,3.0,3.0,100.0
1,Vasanthapura,3.0,1400.0,3.0,2.0,60.0
2,Kundalahalli,2.0,1030.0,2.0,2.0,49.0
1,Mysore Road,2.0,1200.0,2.0,1.0,85.0
3,Hosahalli,3.0,1375.0,3.0,2.0,70.0
1,Jalahalli,3.0,2250.0,3.0,2.0,160.0
1,Bellandur,2.0,1000.0,2.0,2.0,50.0
1,Jalahalli West,1.0,469.0,1.0,0.0,25.0
1,Kambipura,2.0,883.0,2.0,1.0,29.0
1,GM Palaya,3.0,1820.0,2.0,3.0,86.0
2,Singasandra,3.0,1440.0,2.0,3.0,65.0
1,near Ramanashree California resort,6.0,3600.0,4.0,1.0,160.0
1,Mahadevpura,2.0,1225.0,2.0,2.0,48.0
3,Chikkalasandra,2.0,875.0,2.0,3.0,52.8
1,Jalahalli East,1.0,750.0,1.0,2.0,40.0
1,6th Phase JP Nagar,2.0,1180.0,2.0,3.0,80.0
1,Haralur Road,2.0,1194.0,2.0,2.0,47.0
1,Hennur Road,3.0,1500.0,2.0,2.0,62.0
1,Poornapragna Housing Society Layout,2.0,1160.0,2.0,2.0,52.2
1,Sarjapur,2.0,1128.0,2.0,1.0,60.0
1,Hebbal,3.0,1500.0,3.0,1.0,150.0
2,Huskur,3.0,1220.0,2.0,1.0,35.23
1,Sarjapur  Road,2.0,1210.0,2.0,2.0,58.0
1,Kanakpura Road,3.0,1100.0,2.0,1.0,58.0
1,Bommasandra,3.0,1200.0,3.0,2.0,46.0
1,Nagondanahalli,3.0,1641.0,3.0,2.0,66.0
1,Horamavu Agara,2.0,1200.0,2.0,1.0,45.0
1,Raja Rajeshwari Nagar,2.0,1260.0,2.0,1.0,67.39
1,Mahadevpura,3.0,1720.0,3.0,3.0,78.0
1,Yelahanka,2.0,1132.0,2.0,0.0,48.13
1,Yelahanka,2.0,1210.0,2.0,1.0,45.98
2,Indira Nagar,4.0,2200.0,4.0,2.0,200.0
1,Bisuvanahalli,3.0,1075.0,2.0,1.0,45.0
2,Thanisandra,3.0,1702.0,3.0,2.0,130.0
1,Shanthala Nagar,2.0,1630.0,2.0,2.0,200.0
1,Raja Rajeshwari Nagar,2.0,1141.0,2.0,2.0,38.55
1,Shantiniketan Layout,3.0,2072.0,3.0,2.0,108.0
2,Herohalli,3.0,1200.0,2.0,0.0,70.0
1,Teachers Colony,3.0,1350.0,3.0,0.0,77.0
1,Srinivasa Nagar,3.0,1180.0,2.0,2.0,78.34
2,Yelahanka,3.0,35000.0,3.0,3.0,130.0
1,Langford Town,2.0,1355.0,2.0,2.0,115.0
4,Sulthangunta,1.0,600.0,1.0,0.0,50.0
1,Bannerghatta Road,3.0,1640.0,2.0,1.0,120.0
4,Byrathi Village,5.0,1200.0,5.0,0.0,100.0
1,Kodichikkanahalli,3.0,1190.0,2.0,2.0,57.0
1,Marathahalli,2.0,1019.0,2.0,2.0,49.85
1,Ambedkar Colony,3.0,1875.0,3.0,2.0,165.0
1,Akshaya Nagar,3.0,1250.0,3.0,2.0,40.0
4,Brookefield,3.0,1200.0,3.0,2.0,140.0
1,Whitefield,2.0,1140.0,2.0,1.0,56.0
1,Lingadheeranahalli,3.0,1683.0,3.0,1.0,109.0
1,Hoodi,4.0,2118.0,4.0,2.0,111.0
2,Bannerghatta Road,4.0,1380.0,3.0,0.0,58.0
1,Varthur Road,2.0,1083.0,2.0,2.0,61.75
4,Anjappa Layout,2.0,600.0,2.0,1.0,55.0
2,Avalahalli,3.0,2300.0,3.0,3.0,120.0
1,Prakruthi Nagar,2.0,1240.0,2.0,2.0,60.0
1,Surabhi Layout,3.0,1750.0,3.0,1.0,120.0
4,Anjanapura,3.0,1500.0,3.0,1.0,139.0
1,Abbigere,2.0,985.0,2.0,1.0,40.39
4,Tindlu,3.0,1500.0,2.0,1.0,87.0
2,Electronic City,2.0,1125.0,2.0,1.0,32.49
2,Maruthi Sevanagar,2.0,950.0,2.0,1.0,44.0
1,Kothanur,3.0,1580.0,3.0,3.0,76.0
4,B Narayanapura,3.0,1092.0,2.0,1.0,98.5
2,Electronic City Phase II,2.0,1090.0,2.0,1.0,28.34
2,Hennur Road,3.0,2264.0,3.0,1.0,159.0
1,Dommasandra,3.0,1033.0,2.0,2.0,25.53
1,Kammasandra,2.0,810.0,2.0,2.0,24.5
1,Green Garden Layout,2.0,1045.0,2.0,0.0,45.0
1,Hebbal,2.0,1337.0,2.0,1.0,82.0
1,Chandapura,2.0,1200.0,2.0,2.0,32.0
1,Koramangala,3.0,1580.0,3.0,2.0,160.0
1,Begur Road,3.0,1500.0,2.0,3.0,54.0
1,Whitefield,3.0,1640.0,4.0,2.0,91.0
1,Silver Springs Layout,3.0,1570.0,3.0,2.0,62.0
1,Gubbalala,3.0,1470.0,2.0,2.0,82.0
1,Kengeri,2.0,1160.0,2.0,2.0,40.61
2,7th Phase JP Nagar,2.0,1050.0,2.0,1.0,71.0
1,Bannerghatta Road,3.0,1460.0,2.0,1.0,90.0
2,Hulimavu,3.0,1823.0,3.0,2.0,100.0
1,Electronic City,2.0,1094.0,2.0,2.0,42.0
1,Budigere,2.0,1153.0,2.0,2.0,57.0
2,Hoysalanagar,3.0,1325.0,3.0,1.0,57.0
4,Parappana Agrahara,4.0,1200.0,3.0,2.0,85.0
2,Jakkur,3.0,1590.0,2.0,2.0,125.0
4,Jeevan bima nagar,5.0,1210.0,4.0,2.0,160.0
1,Narayana Nagar 1st Block,2.0,1202.0,2.0,1.0,48.0
2,Haralur Road,2.0,1202.0,2.0,1.0,53.0
1,KSRTC Layout,2.0,1200.0,2.0,3.0,62.5
1,Panathur,3.0,1688.0,3.0,1.0,118.0
2,Kaval Byrasandra,2.0,1020.0,2.0,1.0,52.0
1,Sarjapur,2.0,1185.0,2.0,2.0,47.0
1,Ramagondanahalli,2.0,1235.0,2.0,1.0,52.04
1,Banashankari,2.0,1077.0,2.0,2.0,37.64
1,Kengeri Satellite Town,3.0,1415.0,2.0,3.0,66.0
1,EPIP Zone,3.0,2330.0,3.0,2.0,162.0
1,Whitefield,2.0,805.0,2.0,2.0,35.0
2,P&T Colony,1.0,425.0,1.0,0.0,20.03
1,Whitefield,2.0,1155.0,2.0,3.0,59.95
1,Anekal,2.0,656.0,2.0,1.0,22.0
2,New Gurappana Palya,2.0,1100.0,2.0,0.0,48.0
1,Mahadevpura,2.0,1150.0,2.0,3.0,52.0
4,Chelekare,1.0,600.0,1.0,1.0,60.0
1,Ambedkar Colony,2.0,1468.0,2.0,1.0,140.0
1,Whitefield,3.0,2280.0,4.0,2.0,126.0
1,Hegde Nagar,2.0,1341.0,2.0,1.0,97.0
1,Jakkur,2.0,1279.0,2.0,1.0,77.0
1,Electronic City Phase II,4.0,2225.0,4.0,0.0,98.88
1,Thanisandra,2.0,1185.0,2.0,2.0,43.51
1,Vadarpalya,3.0,1750.0,3.0,2.0,85.0
1,Kudlu,2.0,1152.0,2.0,1.0,53.5
4,Shivanagar,5.0,1000.0,4.0,1.0,160.0
1,Hulimavu,2.0,1300.0,2.0,3.0,36.0
4,Varthur Road,4.0,2760.0,4.0,2.0,155.0
1,5th Phase JP Nagar,2.0,1070.0,2.0,2.0,39.0
1,Uttarahalli,2.0,1101.0,2.0,0.0,45.0
1,V.V Puram,2.0,775.0,2.0,1.0,55.0
1,Yeshwanthpur,1.0,667.0,1.0,1.0,36.85
1,Electronic City,2.0,1070.0,2.0,1.0,55.0
2,Old Airport Road,3.0,1875.0,2.0,2.0,110.0
1,Kundalahalli,2.0,735.0,2.0,1.0,57.99
4,Sarjapur,5.0,4360.0,4.0,1.0,90.0
1,Koramangala,3.0,1750.0,3.0,2.0,130.0
1,Marathahalli,2.0,1215.0,2.0,1.0,67.0
4,Sector 3 HSR Layout,9.0,600.0,9.0,3.0,190.0
1,Vishwapriya Layout,2.0,820.0,2.0,1.0,30.0
1,Banashankari Stage VI,2.0,1178.0,2.0,0.0,59.935
1,Battarahalli,3.0,1779.0,3.0,2.0,89.61
2,HMT Layout,2.0,1105.0,2.0,2.0,58.0
2,Basavanagara,1.0,10764.0,2.0,1.0,93.0
1,Whitefield,3.0,1650.0,3.0,2.0,60.0
1,Jalahalli,2.0,1694.0,2.0,2.0,150.0
1,Hosakerehalli,3.0,2376.0,3.0,1.0,203.0
1,Cox Town,3.0,1975.0,3.0,3.0,150.0
1,Kammasandra,2.0,674.0,2.0,1.0,33.0
1,Kaggadasapura,2.0,1185.0,2.0,1.0,41.0
1, Thanisandra,0.5,445.0,1.0,0.0,28.0
1,HSR Layout,3.0,1475.0,3.0,2.0,75.0
1,Gottigere,3.0,1618.0,3.0,3.0,82.5
1,Koramangala,2.0,1120.0,2.0,0.0,65.0
1,Marathahalli,4.0,2181.0,3.0,2.0,152.0
4,Vidyaranyapura,4.0,1200.0,4.0,0.0,90.0
4,Nagondanahalli,6.0,600.0,4.0,3.0,65.0
1,Bannerghatta Road,3.0,1556.0,2.0,1.0,59.13
1,Bannerghatta Road,2.0,1179.0,2.0,1.0,66.02
1,Thanisandra,2.0,1296.0,2.0,2.0,83.0
2,Kaggadasapura,2.0,1275.0,2.0,2.0,52.0
1,Kathriguppe,3.0,1400.0,2.0,2.0,77.0
1,Gottigere,2.0,1222.0,2.0,1.0,63.0
1,Electronic City,2.0,940.0,2.0,1.0,41.0
1,Thanisandra,2.0,1185.0,2.0,2.0,42.6
1,Tumkur Road,3.0,1779.0,3.0,2.0,112.0
1,Begur Road,3.0,1615.0,3.0,2.0,59.76
1,Haralur Road,2.0,1056.0,2.0,1.0,61.0
1,7th Phase JP Nagar,2.0,1100.0,2.0,0.0,46.0
2,Arekere,2.0,920.0,2.0,1.0,40.0
1,ITI Layout,3.0,1602.0,2.0,0.0,75.0
2,Padmanabhanagar,2.0,1176.0,2.0,0.0,62.0
4,HBR Layout,4.0,675.0,3.0,1.0,59.0
1,Richmond Town,3.0,1352.0,3.0,0.0,135.0
2,Kasavanhalli,3.0,1717.0,3.0,3.0,99.0
4,4 Bedroom Farm House in Bagalur,4.0,10961.0,4.0,1.0,80.0
1,Bhoganhalli,4.0,2119.0,4.0,3.0,111.0
1,Vittasandra,2.0,1246.0,2.0,1.0,67.3
1,Anandapura,2.0,1141.0,2.0,1.0,42.79
2,Hennur Road,2.0,1157.0,2.0,1.0,84.0
1,Chandapura,2.0,1025.0,2.0,2.0,27.68
2,Yelahanka New Town,1.0,650.0,1.0,2.0,33.0
1,Hebbal,2.0,1349.0,2.0,1.0,98.0
1,Narayanapura,3.0,1566.0,3.0,1.0,83.3
1,Sahakara Nagar,4.0,2830.0,3.0,3.0,195.0
2,Electronic City,3.0,1320.0,2.0,1.0,38.13
1,manyata park,3.0,1780.0,3.0,1.0,84.83
1,Varthur,2.0,1091.0,2.0,1.0,34.9
2,7th Phase JP Nagar,2.0,918.0,2.0,1.0,50.49
1,Yeshwanthpur,4.0,1950.0,4.0,0.0,130.0
1,Panathur,3.0,1695.0,3.0,1.0,90.0
1,Yelahanka,3.0,1705.0,3.0,2.0,95.0
2,Kalyan nagar,3.0,1375.0,3.0,2.0,75.0
1,Kanakpura Road,1.0,525.0,1.0,1.0,30.0
2,Whitefield,2.0,1447.0,2.0,1.0,83.0
1,Thanisandra,2.0,1114.0,2.0,1.0,39.0
1,7th Phase JP Nagar,3.0,1450.0,2.0,1.0,100.0
1,Belathur,2.0,460.0,1.0,0.0,15.0
2,Vasanthapura,2.0,1022.0,2.0,2.0,40.0
2,Hebbal,2.0,1000.0,2.0,2.0,45.0
1,Electronic City,2.0,1128.0,2.0,1.0,68.75
1,Kanakpura Road,2.0,1180.0,2.0,2.0,57.0
2,TC Palaya,6.0,1000.0,6.0,1.0,69.0
4,Nagarbhavi,2.0,1200.0,2.0,1.0,150.0
1,Kanakpura Road,2.0,1339.0,2.0,3.0,75.0
1,Yelachenahalli,3.0,1400.0,2.0,3.0,55.0
1,7th Phase JP Nagar,2.0,1040.0,2.0,1.0,39.52
1,Kadugodi,2.0,1198.0,2.0,2.0,58.0
1,Sarjapur  Road,3.0,1691.0,3.0,2.0,113.0
1,Bisuvanahalli,3.0,1075.0,3.0,2.0,36.0
1,1st Block Jayanagar,3.0,1630.0,3.0,2.0,194.0
1,8th Phase JP Nagar,3.0,1240.0,3.0,2.0,43.5
1,Bannerghatta Road,2.0,1122.0,2.0,0.0,58.935
1,Mallasandra,3.0,1665.0,3.0,2.0,86.58
2,Brookefield,2.0,1142.0,2.0,2.0,70.0
1,Kodbisanhalli,3.0,1976.0,3.0,1.0,184.0
1,Kothannur,3.0,1853.0,3.0,2.0,82.0
4,Vijayanagar,8.0,600.0,4.0,1.0,72.0
1,Kasturi Nagar,2.0,1567.0,2.0,2.0,92.0
1,Talaghattapura,2.0,1090.0,2.0,1.0,27.24
4,Raja Rajeshwari Nagar,6.0,1200.0,4.0,2.0,125.0
1,Electronics City Phase 1,2.0,1175.0,2.0,2.0,51.47
2,Subramanyapura,2.0,1200.0,2.0,2.0,52.0
2,Kodichikkanahalli,2.0,995.0,2.0,1.0,41.0
1,Magadi Road,2.0,884.0,2.0,1.0,41.1
4,Vishwanatha Nagenahalli,5.0,900.0,3.0,2.0,80.0
2,Yeshwanthpur,2.0,1170.0,2.0,2.0,57.0
1,KR Puram,2.0,1225.0,2.0,1.0,46.55
1,Electronic City,2.0,1342.0,2.0,1.0,73.3
2,Uttarahalli,2.0,1345.0,2.0,1.0,67.0
2,Kodigehaali,3.0,1320.0,3.0,0.0,65.0
1,Raja Rajeshwari Nagar,2.0,1140.0,2.0,1.0,49.39
1,Battarahalli,2.0,1300.0,2.0,1.0,50.0
1,Hosa Road,3.0,1652.0,3.0,2.0,85.0
1,Thigalarapalya,3.0,2072.0,4.0,2.0,142.0
1,Electronic City,3.0,1360.0,2.0,1.0,71.0
1,Hosur Road,3.0,1145.0,2.0,2.0,60.0
2,Uttarahalli,3.0,1540.0,2.0,0.0,40.0
1,Sarjapur  Road,2.0,1278.0,2.0,2.0,95.0
1,Electronic City Phase II,1.0,630.0,1.0,1.0,40.0
1,Kanakpura Road,3.0,1100.0,3.0,2.0,58.0
4,Bendiganahalli,3.0,1200.0,3.0,0.0,95.0
2,Hosakerehalli Layout,7.0,2500.0,6.0,2.0,115.0
1,Chandapura,1.0,582.0,1.0,0.0,15.135
1,Gunjur,3.0,1356.0,2.0,3.0,66.0
1,Hennagara,2.0,823.0,2.0,1.0,28.0
4,TC Palaya,3.0,1200.0,2.0,0.0,66.0
2,Ramamurthy Nagar,2.0,1050.0,2.0,0.0,37.0
1,Ferrar Nagar,2.0,1180.0,2.0,1.0,69.0
1,Whitefield,2.0,1116.0,2.0,3.0,51.91
1,7th Phase JP Nagar,2.0,1070.0,2.0,1.0,42.79
1,Varthur,2.0,1385.0,2.0,3.0,80.0
4,Varthur,1.0,1000.0,1.0,1.0,70.0
2,Whitefield,3.0,1897.0,3.0,2.0,130.0
1,Magadi Road,2.0,1005.0,2.0,1.0,55.78
1,Green Glen Layout,3.0,1575.0,3.0,2.0,125.0
1,Subramanyapura,2.0,975.0,2.0,1.0,65.0
1,Hennur Road,3.0,1904.0,3.0,2.0,120.0
1,Kengeri Satellite Town,1.0,930.0,1.0,1.0,30.0
1,BAGUR,1.0,686.0,1.0,1.0,17.0
4,Electronic City Phase II,2.0,2400.0,3.0,1.0,150.0
2,Sarjapur  Road,3.0,2238.0,3.0,1.0,140.0
1,Harlur,2.0,1174.0,2.0,1.0,69.0
1,Whitefield,3.0,2225.0,2.0,1.0,125.0
1,M.G Road,2.0,1250.0,2.0,0.0,200.0
1,Jigani,2.0,918.0,2.0,2.0,52.0
1,Mahadevpura,2.0,1250.0,2.0,3.0,52.0
2,Marathahalli,2.0,1170.0,2.0,3.0,53.0
1,Byatarayanapura,1.0,1300.0,1.0,0.0,200.0
2,Bannerghatta Road,2.0,793.0,2.0,1.0,45.0
1,Jakkur,3.0,1710.0,3.0,2.0,107.0
1,Kambipura,3.0,1082.0,2.0,1.0,57.5
1,Naganathapura,2.0,1001.0,2.0,2.0,33.03
1,Yelahanka,3.0,1590.0,2.0,1.0,54.0
1,Basavanagara,3.0,2400.0,2.0,0.0,80.0
1,Horamavu Banaswadi,3.0,1554.0,3.0,2.0,55.0
1,Thanisandra,2.0,1142.0,2.0,0.0,43.415
2,Konanakunte,2.0,884.0,1.0,0.0,58.0
1,Hosa Road,2.0,1045.0,2.0,1.0,98.89
1,Marathahalli,2.0,1019.0,2.0,2.0,49.86
1,Ambedkar Nagar,3.0,1935.0,4.0,2.0,130.0
1,Uttarahalli,3.0,1135.0,2.0,2.0,39.73
1,Lakshminarayana Pura,3.0,1680.0,3.0,2.0,150.0
4,Ramamurthy Nagar,5.0,1800.0,4.0,3.0,187.0
2,Kasavanhalli,3.0,1799.0,3.0,3.0,90.0
2,Attibele,1.0,400.0,1.0,1.0,11.0
2,Kundalahalli,2.0,1047.0,2.0,1.0,82.0
1,Kaverappa Layout,2.0,1282.0,2.0,2.0,87.0
1,NGR Layout,2.0,1020.0,2.0,1.0,45.9
4,Kammanahalli,4.0,1080.0,3.0,1.0,155.0
1,Whitefield,2.0,1495.0,2.0,1.0,79.5
1,Divya Unnathi Layout,3.0,1611.0,2.0,2.0,64.44
2,Vasantha Vallabha Nagar,3.0,1500.0,2.0,2.0,95.0
1,Sahakara Nagar,3.0,1500.0,2.0,2.0,95.0
1,Uttarahalli,3.0,1540.0,3.0,0.0,50.0
1,Hosa Road,3.0,1639.0,3.0,1.0,80.0
1,Raja Rajeshwari Nagar,2.0,1303.0,2.0,2.0,55.79
1,Koramangala,2.0,1005.0,1.0,1.0,110.0
1,Kammasandra,1.0,658.0,1.0,0.0,18.41
1,Chandapura,3.0,1305.0,3.0,1.0,33.28
4,Kothannur,3.0,600.0,4.0,0.0,95.0
1,sapthagiri Layout,2.0,1300.0,1.0,1.0,115.0
1,Brookefield,3.0,1440.0,2.0,3.0,68.0
1,Seegehalli,2.0,901.0,2.0,1.0,35.14
1,Rajaji Nagar,3.0,1725.0,3.0,3.0,200.0
2,Sarjapur,3.0,900.0,2.0,1.0,42.0
1,BEML Layout,2.0,1060.0,2.0,1.0,55.0
1,NGR Layout,2.0,1020.0,2.0,1.0,48.45
1,Varthur,3.0,1535.0,3.0,2.0,65.99
2,Alur,1.0,530.0,1.0,1.0,20.0
1,Devarabisanahalli,2.0,1350.0,2.0,3.0,80.0
1,Sarjapur  Road,2.0,1115.0,2.0,2.0,50.0
1,Uttarahalli,2.0,1175.0,2.0,2.0,47.0
2,Whitefield,2.0,1113.0,2.0,1.0,62.0
2,Giri Nagar,2.0,650.0,2.0,0.0,42.0
1,Marathahalli,2.0,1325.0,2.0,2.0,71.55
2,Electronics City Phase 1,2.0,950.0,2.0,3.0,31.0
1,Jakkur,3.0,1396.0,2.0,1.0,86.51
1,Rachenahalli,2.0,1050.0,2.0,2.0,52.07
1,Thanisandra,3.0,1825.0,3.0,2.0,100.0
1,7th Phase JP Nagar,2.0,1190.0,2.0,1.0,49.98
1,Marathahalli,2.0,1220.0,2.0,1.0,56.5
1,NRI Layout,3.0,1565.0,2.0,2.0,75.0
1,Hennur Road,3.0,1891.0,3.0,1.0,109.0
2,Sidedahalli,2.0,900.0,2.0,0.0,27.0
1,Hosa Road,2.0,1161.0,2.0,1.0,55.15
1,Sarjapur,1.0,650.0,1.0,0.0,17.535
4,Dwarka Nagar,8.0,2400.0,6.0,3.0,125.0
4,Rajaji Nagar,4.0,315.0,4.0,2.0,90.0
1,Yeshwanthpur,1.0,665.0,1.0,1.0,36.85
1,Mysore Road,2.0,1175.0,2.0,1.0,73.5
2,Hoodi,2.0,1425.0,2.0,2.0,80.0
4,Chikkabanavar,1.0,1200.0,1.0,0.0,20.0
4,ITPL,3.0,1200.0,3.0,1.0,56.12
2,Somasundara Palya,2.0,1255.0,2.0,2.0,67.0
1,Hegde Nagar,3.0,2113.0,4.0,2.0,145.0
1,Raja Rajeshwari Nagar,1.0,600.0,1.0,1.0,22.0
1,Haralur Road,3.0,1810.0,3.0,2.0,100.0
1,Indira Nagar,2.0,1200.0,2.0,2.0,93.0
1,Harlur,2.0,1033.0,2.0,2.0,49.0
1,ITPL,3.0,1548.0,3.0,2.0,89.5
1,Horamavu Banaswadi,3.0,1611.0,3.0,3.0,66.0
2,Electronic City Phase II,3.0,1400.0,2.0,1.0,40.43
1,Vidyaranyapura,3.0,1485.0,2.0,2.0,67.0
2,Margondanahalli,2.0,2400.0,2.0,1.0,82.0
1,Pattandur Agrahara,2.0,1025.0,2.0,1.0,44.5
4,Thurahalli,4.0,600.0,3.0,2.0,65.0
2,5th Phase JP Nagar,2.0,1256.0,2.0,1.0,62.8
1,Whitefield,4.0,2268.0,3.0,2.0,163.0
1,Kanakpura Road,3.0,1100.0,3.0,2.0,53.0
1,Vadarpalya,2.0,1141.0,2.0,0.0,62.0
2,Attibele,1.0,400.0,1.0,1.0,12.0
4,Chandapura,2.0,1400.0,2.0,0.0,60.0
4,Marathi Layout,1.0,231304.0,1.0,0.0,110.0
3,Weavers Colony,1.0,15.0,1.0,0.0,30.0
1,Raghavendra Nagar,2.0,1175.0,2.0,2.0,48.27
1,Sahakara Nagar,2.0,1100.0,2.0,1.0,56.0
1,Kanakpura Road,3.0,1843.0,3.0,2.0,95.84
1,Horamavu Banaswadi,2.0,1460.0,2.0,1.0,80.5
1,Rachenahalli,3.0,1530.0,2.0,2.0,74.5
2,HSR Layout,2.0,1467.0,2.0,1.0,55.0
1,KR Layout,1.0,950.0,1.0,1.0,40.0
1,Vittasandra,2.0,1246.0,2.0,1.0,64.5
1,Kanakapura,1.0,711.0,1.0,1.0,38.0
1,Haralur Road,2.0,1194.0,2.0,2.0,46.0
1,Babusapalaya,3.0,1358.0,2.0,1.0,43.4
3,Nagasandra,6.0,1500.0,5.0,1.0,130.0
1,Hoodi,2.0,1420.0,2.0,2.0,75.0
1,Kathriguppe,3.0,1250.0,2.0,1.0,68.75
1,Nagappa Reddy Layout,2.0,1209.0,2.0,1.0,50.0
